21;2011;"Шифер Наталія Маркович";"9999978";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
22;2012;"Шифер Наталія Маркович";"9999979";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
23;2011;"Сармат Бекмурод Анатолійович";"9999976";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
24;2012;"Сармат Бекмурод Анатолійович";"9999977";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
25;2011;"Ржевський Богдан Олександрівна";"9999974";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
26;2012;"Ржевський Богдан Олександрівна";"9999975";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
27;2011;"Текілкін Георгій Петрович";"9999972";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
28;2012;"Текілкін Георгій Петрович";"9999973";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
29;2011;"Хмельниький Володимир Миколайович";"9999970";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
30;2012;"Хмельниький Володимир Миколайович";"9999971";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
31;2011;"Сармат Ксенія Валерійович";"9999968";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
32;2012;"Сармат Ксенія Валерійович";"9999969";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
33;2011;"Кумов Миколай Джонович";"9999966";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
34;2012;"Кумов Миколай Джонович";"9999967";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
35;2011;"Фурманов Ганна Ісмаїлович";"9999964";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
36;2012;"Фурманов Ганна Ісмаїлович";"9999965";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
37;2011;"Іванов Георгій Володимерович";"9999962";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
38;2012;"Іванов Георгій Володимерович";"9999963";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
39;2011;"Хмельниький Ксенія Анатолійович";"9999960";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
40;2012;"Хмельниький Ксенія Анатолійович";"9999961";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
41;2011;"Текілкін Іван Сидорович";"9999958";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
42;2012;"Текілкін Іван Сидорович";"9999959";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
43;2011;"Вілліс Гадя Олександрович";"9999956";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
44;2012;"Вілліс Гадя Олександрович";"9999957";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
45;2011;"Богданович Валентина Олександрович";"9999954";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
46;2012;"Богданович Валентина Олександрович";"9999955";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
47;2011;"Йовович Шариф Андрійович";"9999952";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
48;2012;"Йовович Шариф Андрійович";"9999953";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
49;2011;"Перельман Ксенія Олександрівна";"9999950";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
50;2012;"Перельман Ксенія Олександрівна";"9999951";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
51;2011;"Сватов Валентина Петрович";"9999948";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
52;2012;"Сватов Валентина Петрович";"9999949";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
53;2011;"Кобзарь Богдан Гульнарівна";"9999946";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
54;2012;"Кобзарь Богдан Гульнарівна";"9999947";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
55;2011;"Бакланов Олег Валентинівна";"9999944";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
56;2012;"Бакланов Олег Валентинівна";"9999945";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
57;2011;"Шифер Марина Семенович";"9999942";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
58;2012;"Шифер Марина Семенович";"9999943";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
59;2011;"Ржевський Ганна Ісмаїлович";"9999940";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
60;2012;"Ржевський Ганна Ісмаїлович";"9999941";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
61;2011;"Вакула Михайло Маркович";"9999938";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
62;2012;"Вакула Михайло Маркович";"9999939";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
63;2011;"Фурманов Олександр Семенович";"9999936";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
64;2012;"Фурманов Олександр Семенович";"9999937";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
65;2011;"Шифер Марина Олександрівна";"9999934";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
66;2012;"Шифер Марина Олександрівна";"9999935";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
67;2011;"Фурманов Володимир Костянтинович";"9999932";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
68;2012;"Фурманов Володимир Костянтинович";"9999933";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
69;2011;"Гевара Петро Семенович";"9999930";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
70;2012;"Гевара Петро Семенович";"9999931";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
71;2011;"Друзь Одарка Костянтинович";"9999928";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
72;2012;"Друзь Одарка Костянтинович";"9999929";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
73;2011;"Братов Світлана Сидорович";"9999926";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
74;2012;"Братов Світлана Сидорович";"9999927";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
75;2011;"Вілліс Сніжана Семенович";"9999924";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
76;2012;"Вілліс Сніжана Семенович";"9999925";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
77;2011;"Фурманов Клавдія Валентинівна";"9999922";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
78;2012;"Фурманов Клавдія Валентинівна";"9999923";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
79;2011;"Петрович Оксана Петрівна";"9999920";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
80;2012;"Петрович Оксана Петрівна";"9999921";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
81;2011;"Поташов Валентина Миколайович";"9999918";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
82;2012;"Поташов Валентина Миколайович";"9999919";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
83;2011;"Фрімен Афанасій Костянтинович";"9999916";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
84;2012;"Фрімен Афанасій Костянтинович";"9999917";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
85;2011;"Шифер Акакій Олександрівна";"9999914";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
86;2012;"Шифер Акакій Олександрівна";"9999915";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
87;2011;"Ржевський Олександр Ісмаїлович";"9999912";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
88;2012;"Ржевський Олександр Ісмаїлович";"9999913";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
89;2011;"Кодиров Шариф Миколайович";"9999910";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
90;2012;"Кодиров Шариф Миколайович";"9999911";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
91;2011;"Петрович Максим Ісмаїлович";"9999908";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
92;2012;"Петрович Максим Ісмаїлович";"9999909";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
93;2011;"Йовович Олексій Сидорович";"9999906";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
94;2012;"Йовович Олексій Сидорович";"9999907";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
95;2011;"Кумов Анатолій Петрович";"9999904";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
96;2012;"Кумов Анатолій Петрович";"9999905";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
97;2011;"Кобзарь Олексій Петрович";"9999902";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
98;2012;"Кобзарь Олексій Петрович";"9999903";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
99;2011;"Фурманов Валентина Іванович";"9999900";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
100;2012;"Фурманов Валентина Іванович";"9999901";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
101;2011;"Ростов Орися Іванович";"9999898";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
102;2012;"Ростов Орися Іванович";"9999899";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
103;2011;"Кумов Степанида Семенович";"9999896";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
104;2012;"Кумов Степанида Семенович";"9999897";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
105;2011;"Друзь Одарка Валерійович";"9999894";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
106;2012;"Друзь Одарка Валерійович";"9999895";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
107;2011;"Бакланов Орися Ісмаїлович";"9999892";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
108;2012;"Бакланов Орися Ісмаїлович";"9999893";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
109;2011;"Братов Георгій Іванович";"9999890";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
110;2012;"Братов Георгій Іванович";"9999891";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
111;2011;"Шевченко Афанасій Олександрівна";"9999888";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
112;2012;"Шевченко Афанасій Олександрівна";"9999889";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
113;2011;"Сватов Бекмурод Валентинівна";"9999886";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
114;2012;"Сватов Бекмурод Валентинівна";"9999887";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
115;2011;"Чен Орися Сидорович";"9999884";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
116;2012;"Чен Орися Сидорович";"9999885";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
117;2011;"Сармат Світлана Костянтинович";"9999882";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
118;2012;"Сармат Світлана Костянтинович";"9999883";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
119;2011;"Фрімен Миколай Ільїч";"9999880";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
120;2012;"Фрімен Миколай Ільїч";"9999881";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
121;2011;"Гевара Ксенія Анатолійович";"9999878";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
122;2012;"Гевара Ксенія Анатолійович";"9999879";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
123;2011;"Самбукін Степанида Костянтинович";"9999876";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
124;2012;"Самбукін Степанида Костянтинович";"9999877";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
125;2011;"Іванов Тетяна Петрович";"9999874";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
126;2012;"Іванов Тетяна Петрович";"9999875";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
127;2011;"Хмельниький Акакій Петрович";"9999872";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
128;2012;"Хмельниький Акакій Петрович";"9999873";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
129;2011;"Друзь Іван Гульнарівна";"9999870";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
130;2012;"Друзь Іван Гульнарівна";"9999871";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
131;2011;"Муродов Гадя Андрійович";"9999868";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
132;2012;"Муродов Гадя Андрійович";"9999869";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
133;2011;"Шевченко Гадя Маркович";"9999866";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
134;2012;"Шевченко Гадя Маркович";"9999867";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
135;2011;"Вілліс Пантелеймон Ісмаїлович";"9999864";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
136;2012;"Вілліс Пантелеймон Ісмаїлович";"9999865";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
137;2011;"Бакланов Богдан Валентинівна";"9999862";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
138;2012;"Бакланов Богдан Валентинівна";"9999863";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
139;2011;"Братов Світлана Семенович";"9999860";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
140;2012;"Братов Світлана Семенович";"9999861";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
141;2011;"Друзь Клавдія Олександрович";"9999858";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
142;2012;"Друзь Клавдія Олександрович";"9999859";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
143;2011;"Кумов Тарас Миколаівна";"9999856";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
144;2012;"Кумов Тарас Миколаівна";"9999857";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
145;2011;"Бакланов Наталія Джонович";"9999854";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
146;2012;"Бакланов Наталія Джонович";"9999855";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
147;2011;"Фрімен Світлана Ісмаїлович";"9999852";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
148;2012;"Фрімен Світлана Ісмаїлович";"9999853";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
149;2011;"Поташов Олександр Володимерович";"9999850";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
150;2012;"Поташов Олександр Володимерович";"9999851";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
151;2011;"Гевара Тарас Володимерович";"9999848";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
152;2012;"Гевара Тарас Володимерович";"9999849";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
153;2011;"Чен Нуралі Миколайович";"9999846";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
154;2012;"Чен Нуралі Миколайович";"9999847";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
155;2011;"Фрімен Сніжана Семенович";"9999844";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
156;2012;"Фрімен Сніжана Семенович";"9999845";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
157;2011;"Богданович Степанида Семенович";"9999842";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
158;2012;"Богданович Степанида Семенович";"9999843";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
159;2011;"Чен Одарка Васильович";"9999840";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
160;2012;"Чен Одарка Васильович";"9999841";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
161;2011;"Куц Одарка Ільїч";"9999838";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
162;2012;"Куц Одарка Ільїч";"9999839";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
163;2011;"Гевара Ганна Васильович";"9999836";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
164;2012;"Гевара Ганна Васильович";"9999837";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
165;2011;"Ким Георгій Маркович";"9999834";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
166;2012;"Ким Георгій Маркович";"9999835";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
167;2011;"Сидляренок Богдан Андрійович";"9999832";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
168;2012;"Сидляренок Богдан Андрійович";"9999833";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
169;2011;"Богданович Одарка Семенович";"9999830";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
170;2012;"Богданович Одарка Семенович";"9999831";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
171;2011;"Іванов Микола Семенович";"9999828";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
172;2012;"Іванов Микола Семенович";"9999829";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
173;2011;"Богданович Олександр Семенович";"9999826";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
174;2012;"Богданович Олександр Семенович";"9999827";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
175;2011;"Кумов Олексій Бобомуродович";"9999824";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
176;2012;"Кумов Олексій Бобомуродович";"9999825";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
177;2011;"Петрович Богдан Семенович";"9999822";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
178;2012;"Петрович Богдан Семенович";"9999823";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
179;2011;"Шевченко Тарас Джонович";"9999820";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
180;2012;"Шевченко Тарас Джонович";"9999821";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
181;2011;"Братов Гадя Валерійович";"9999818";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
182;2012;"Братов Гадя Валерійович";"9999819";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
183;2011;"Текілкін Тетяна Володимерович";"9999816";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
184;2012;"Текілкін Тетяна Володимерович";"9999817";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
185;2011;"Сватов Степанида Олександрович";"9999814";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
186;2012;"Сватов Степанида Олександрович";"9999815";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
187;2011;"Сармат Ксенія Володимерович";"9999812";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
188;2012;"Сармат Ксенія Володимерович";"9999813";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
189;2011;"Шевченко Марина Васильович";"9999810";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
190;2012;"Шевченко Марина Васильович";"9999811";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
191;2011;"Муродов Шариф Валентинівна";"9999808";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
192;2012;"Муродов Шариф Валентинівна";"9999809";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
193;2011;"Бакланов Стицько Петрович";"9999806";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
194;2012;"Бакланов Стицько Петрович";"9999807";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
195;2011;"Вассерман Стицько Олександрович";"9999804";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
196;2012;"Вассерман Стицько Олександрович";"9999805";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
197;2011;"Шевченко Микола Семенович";"9999802";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
198;2012;"Шевченко Микола Семенович";"9999803";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
199;2011;"Ржевський Клавдія Олександрівна";"9999800";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
200;2012;"Ржевський Клавдія Олександрівна";"9999801";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
201;2011;"Самбукін Пантелеймон Джонович";"9999798";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
202;2012;"Самбукін Пантелеймон Джонович";"9999799";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
203;2011;"Братов Валентина Петрівна";"9999796";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
204;2012;"Братов Валентина Петрівна";"9999797";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
205;2011;"Гоцман Одарка Анатолійович";"9999794";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
206;2012;"Гоцман Одарка Анатолійович";"9999795";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
207;2011;"Іванов Михайло Миколаівна";"9999792";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
208;2012;"Іванов Михайло Миколаівна";"9999793";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
209;2011;"Ір Ганна Гульнарівна";"9999790";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
210;2012;"Ір Ганна Гульнарівна";"9999791";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
211;2011;"Друзь Світлана Гульнарівна";"9999788";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
212;2012;"Друзь Світлана Гульнарівна";"9999789";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
213;2011;"Вассерман Бекмурод Валерійович";"9999786";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
214;2012;"Вассерман Бекмурод Валерійович";"9999787";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
215;2011;"Кумов Тарас Валентинівна";"9999784";"1111";"1";180.5;"2";178.5;"6";185.5;"''";0.0;"''";0.0
216;2012;"Кумов Тарас Валентинівна";"9999785";"1111";"1";170.5;"12";158.5;"3";175.5;"''";0.0;"''";0.0
